epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
630,12127.3,0.30964,0.01805,0.02412,0.20461,0.81079,0.99876,1,0.995,0.91744,0.99876,1,0.995,0.995,0.47109,0.01327,0.01093,0.2345,0.81033,0.000443225,0.000443225,0.000443225
631,12146.7,0.30165,0.01502,0.02286,0.19731,0.81336,0.9988,1,0.995,0.91951,0.9988,1,0.995,0.995,0.47137,0.01331,0.01216,0.23171,0.8103,0.00044075,0.00044075,0.00044075
632,12165.5,0.30851,0.01392,0.01828,0.20226,0.80764,0.99883,1,0.995,0.91125,0.99883,1,0.995,0.995,0.47237,0.01286,0.01021,0.23785,0.81117,0.000438275,0.000438275,0.000438275
633,12184.7,0.30706,0.01292,0.02173,0.20281,0.81192,0.99883,1,0.995,0.91114,0.99883,1,0.995,0.995,0.47655,0.01241,0.01098,0.22851,0.81149,0.0004358,0.0004358,0.0004358
634,12203.9,0.30028,0.01661,0.02078,0.20116,0.79918,0.99885,1,0.995,0.90688,0.99885,1,0.995,0.995,0.47273,0.01133,0.01452,0.22587,0.81172,0.000433325,0.000433325,0.000433325
635,12222.5,0.29211,0.01274,0.02685,0.19343,0.80893,0.99886,1,0.995,0.91188,0.99886,1,0.995,0.995,0.47456,0.01204,0.01509,0.22262,0.81218,0.00043085,0.00043085,0.00043085
636,12241.8,0.30323,0.01437,0.02041,0.19847,0.80631,0.99885,1,0.995,0.90858,0.99885,1,0.995,0.995,0.47631,0.01242,0.01353,0.22835,0.81351,0.000428375,0.000428375,0.000428375
637,12261.3,0.29924,0.01486,0.01802,0.1999,0.79839,0.99884,1,0.995,0.91275,0.99884,1,0.995,0.995,0.47448,0.01271,0.01455,0.22234,0.81376,0.0004259,0.0004259,0.0004259
638,12280.7,0.30676,0.01542,0.01929,0.20423,0.81714,0.99867,1,0.995,0.91559,0.99867,1,0.995,0.995,0.47102,0.01225,0.01066,0.22426,0.81292,0.000423425,0.000423425,0.000423425
639,12299.4,0.29793,0.01367,0.01058,0.19738,0.80689,0.99866,1,0.995,0.92051,0.99866,1,0.995,0.995,0.47321,0.01303,0.01117,0.21626,0.81234,0.00042095,0.00042095,0.00042095
640,12318.7,0.29508,0.01247,0.02179,0.19086,0.80356,0.99875,1,0.995,0.92068,0.99875,1,0.995,0.995,0.47776,0.01326,0.01364,0.21749,0.81358,0.000418475,0.000418475,0.000418475
641,12337.5,0.29823,0.01287,0.01483,0.19774,0.79767,0.99875,1,0.995,0.92163,0.99875,1,0.995,0.995,0.47806,0.01264,0.01673,0.22186,0.81574,0.000416,0.000416,0.000416
642,12356.8,0.30177,0.01135,0.01773,0.1984,0.80665,0.99875,1,0.995,0.91459,0.99875,1,0.995,0.995,0.47539,0.01256,0.01796,0.22335,0.81505,0.000413525,0.000413525,0.000413525
643,12375.5,0.30911,0.01386,0.01286,0.20228,0.80947,0.9988,1,0.995,0.91826,0.9988,1,0.995,0.995,0.47742,0.01194,0.01918,0.21812,0.81503,0.00041105,0.00041105,0.00041105
644,12394.6,0.2961,0.01319,0.01645,0.19698,0.80433,0.99881,1,0.995,0.92162,0.99881,1,0.995,0.995,0.47422,0.01159,0.02023,0.21729,0.8146,0.000408575,0.000408575,0.000408575
645,12414.3,0.31122,0.01214,0.01899,0.20344,0.80831,0.99887,1,0.995,0.91498,0.99887,1,0.995,0.995,0.47656,0.01136,0.02283,0.22723,0.81588,0.0004061,0.0004061,0.0004061
646,12433,0.29354,0.01328,0.02437,0.19509,0.80172,0.99871,1,0.995,0.91259,0.99871,1,0.995,0.995,0.48392,0.01134,0.02461,0.22121,0.8187,0.000403625,0.000403625,0.000403625
647,12453.1,0.29113,0.01476,0.01713,0.19189,0.80339,0.99872,1,0.995,0.91469,0.99872,1,0.995,0.995,0.47932,0.01175,0.02222,0.21973,0.81811,0.00040115,0.00040115,0.00040115
648,12472,0.3012,0.01299,0.02254,0.20116,0.80875,0.99884,1,0.995,0.90799,0.99884,1,0.995,0.995,0.47768,0.01182,0.02007,0.21933,0.81514,0.000398675,0.000398675,0.000398675
649,12491.4,0.29584,0.01363,0.02136,0.19391,0.80423,0.99888,1,0.995,0.91391,0.99888,1,0.995,0.995,0.47609,0.01207,0.02295,0.21916,0.81426,0.0003962,0.0003962,0.0003962
650,12510.2,0.29019,0.01285,0.014,0.19211,0.80105,0.99887,1,0.995,0.91218,0.99887,1,0.995,0.995,0.47667,0.01221,0.02634,0.21925,0.81651,0.000393725,0.000393725,0.000393725
651,12529.6,0.28655,0.01543,0.01989,0.19448,0.80658,0.99885,1,0.995,0.91858,0.99885,1,0.995,0.995,0.47859,0.01207,0.02713,0.21851,0.81698,0.00039125,0.00039125,0.00039125
652,12548.4,0.2961,0.01417,0.02344,0.19557,0.80683,0.99887,1,0.995,0.91456,0.99887,1,0.995,0.995,0.47793,0.01186,0.02223,0.21956,0.81793,0.000388775,0.000388775,0.000388775
653,12567.7,0.29002,0.01236,0.01482,0.19106,0.80188,0.99885,1,0.995,0.91756,0.99885,1,0.995,0.995,0.47619,0.01208,0.01554,0.21276,0.81753,0.0003863,0.0003863,0.0003863
654,12587.1,0.29982,0.0143,0.01743,0.19783,0.81258,0.99885,1,0.995,0.91773,0.99885,1,0.995,0.995,0.4765,0.0116,0.01287,0.21758,0.81647,0.000383825,0.000383825,0.000383825
655,12605.9,0.30201,0.01465,0.0237,0.19981,0.80474,0.99882,1,0.995,0.91897,0.99882,1,0.995,0.995,0.4775,0.01155,0.01419,0.22264,0.81482,0.00038135,0.00038135,0.00038135
656,12625.4,0.30525,0.01571,0.01712,0.19883,0.80864,0.99872,1,0.995,0.91676,0.99872,1,0.995,0.995,0.47579,0.01129,0.01977,0.22457,0.81364,0.000378875,0.000378875,0.000378875
657,12644.1,0.30534,0.0152,0.0235,0.20055,0.81873,0.99861,1,0.995,0.918,0.99861,1,0.995,0.995,0.47267,0.0101,0.02582,0.22839,0.81419,0.0003764,0.0003764,0.0003764
658,12663.5,0.30275,0.01232,0.01826,0.19843,0.80599,0.99878,1,0.995,0.90933,0.99878,1,0.995,0.995,0.47404,0.00956,0.03075,0.23695,0.81483,0.000373925,0.000373925,0.000373925
659,12682.3,0.3084,0.0159,0.01694,0.20838,0.80705,0.99881,1,0.995,0.90981,0.99881,1,0.995,0.995,0.4742,0.00979,0.03135,0.22869,0.81485,0.00037145,0.00037145,0.00037145
660,12701.7,0.29372,0.01293,0.01953,0.19466,0.80958,0.99883,1,0.995,0.90878,0.99883,1,0.995,0.995,0.47843,0.00991,0.0297,0.22894,0.81601,0.000368975,0.000368975,0.000368975
661,12720.5,0.29339,0.01273,0.018,0.19302,0.79829,0.99881,1,0.995,0.90267,0.99881,1,0.995,0.995,0.48094,0.00975,0.03135,0.23148,0.81773,0.0003665,0.0003665,0.0003665
662,12739.9,0.29121,0.01497,0.01482,0.19604,0.79425,0.99881,1,0.995,0.90642,0.99881,1,0.995,0.995,0.47964,0.00998,0.0346,0.2261,0.82106,0.000364025,0.000364025,0.000364025
663,12758.7,0.29457,0.01411,0.01903,0.19519,0.8049,0.99881,1,0.995,0.90698,0.99881,1,0.995,0.995,0.48378,0.01013,0.03216,0.21888,0.82202,0.00036155,0.00036155,0.00036155
664,12777.7,0.28497,0.01213,0.0176,0.18726,0.80781,0.99873,1,0.995,0.90568,0.99873,1,0.995,0.995,0.48487,0.01001,0.02812,0.22176,0.8212,0.000359075,0.000359075,0.000359075
665,12797,0.28787,0.01325,0.015,0.19098,0.80552,0.99865,1,0.995,0.91256,0.99865,1,0.995,0.995,0.48526,0.01067,0.02988,0.22012,0.8187,0.0003566,0.0003566,0.0003566
666,12815.8,0.29553,0.01429,0.01964,0.19515,0.80125,0.99868,1,0.995,0.90583,0.99868,1,0.995,0.995,0.4854,0.01125,0.03359,0.22229,0.81748,0.000354125,0.000354125,0.000354125
667,12835.3,0.29532,0.01205,0.01655,0.19429,0.8084,0.99877,1,0.995,0.9074,0.99877,1,0.995,0.995,0.48424,0.01162,0.03367,0.22706,0.81776,0.00035165,0.00035165,0.00035165
668,12854.2,0.29621,0.01485,0.01614,0.19624,0.80803,0.99882,1,0.995,0.91066,0.99882,1,0.995,0.995,0.48827,0.01201,0.03395,0.23529,0.82062,0.000349175,0.000349175,0.000349175
669,12873.6,0.29549,0.01193,0.01652,0.19603,0.8076,0.99882,1,0.995,0.91407,0.99882,1,0.995,0.995,0.49287,0.01283,0.03571,0.23331,0.82148,0.0003467,0.0003467,0.0003467
670,12892.3,0.29215,0.01373,0.01566,0.19575,0.80339,0.99879,1,0.995,0.91363,0.99879,1,0.995,0.995,0.48747,0.01341,0.03818,0.23116,0.81977,0.000344225,0.000344225,0.000344225
671,12911.8,0.29443,0.01576,0.01788,0.19687,0.80029,0.99877,1,0.995,0.9116,0.99877,1,0.995,0.995,0.48545,0.01327,0.03951,0.22681,0.81682,0.00034175,0.00034175,0.00034175
672,12930.5,0.29591,0.01241,0.01867,0.19842,0.79901,0.99875,1,0.995,0.90438,0.99875,1,0.995,0.995,0.48583,0.01243,0.03607,0.23653,0.81609,0.000339275,0.000339275,0.000339275
673,12949.8,0.28701,0.01312,0.01427,0.19007,0.80497,0.99876,1,0.995,0.91103,0.99876,1,0.995,0.995,0.47974,0.01181,0.02782,0.23134,0.81817,0.0003368,0.0003368,0.0003368
674,12969.3,0.28521,0.01473,0.01509,0.1927,0.80068,0.99877,1,0.995,0.91122,0.99877,1,0.995,0.995,0.47743,0.01176,0.02272,0.2278,0.81848,0.000334325,0.000334325,0.000334325
675,12988.1,0.29427,0.01341,0.01745,0.19483,0.79951,0.99879,1,0.995,0.91126,0.99879,1,0.995,0.995,0.47681,0.01216,0.01868,0.22935,0.81836,0.00033185,0.00033185,0.00033185
676,13007.6,0.29789,0.01302,0.01842,0.19615,0.80838,0.99881,1,0.995,0.91002,0.99881,1,0.995,0.995,0.4736,0.0127,0.01529,0.22855,0.81845,0.000329375,0.000329375,0.000329375
677,13026.3,0.28471,0.01131,0.02022,0.19042,0.80374,0.99886,1,0.995,0.91162,0.99886,1,0.995,0.995,0.46978,0.01235,0.0145,0.22258,0.81997,0.0003269,0.0003269,0.0003269
678,13045.6,0.29013,0.01327,0.01545,0.19086,0.80222,0.99885,1,0.995,0.91174,0.99885,1,0.995,0.995,0.46375,0.01235,0.01176,0.2251,0.8198,0.000324425,0.000324425,0.000324425
679,13064.3,0.28258,0.01327,0.01824,0.19111,0.80757,0.99886,1,0.995,0.9096,0.99886,1,0.995,0.995,0.467,0.01246,0.01168,0.22864,0.82154,0.00032195,0.00032195,0.00032195
680,13083.7,0.28576,0.012,0.01876,0.19167,0.80131,0.99887,1,0.995,0.90878,0.99887,1,0.995,0.995,0.46966,0.01192,0.01345,0.22489,0.82309,0.000319475,0.000319475,0.000319475
681,13102.4,0.29728,0.01233,0.01705,0.19398,0.80822,0.99886,1,0.995,0.9109,0.99886,1,0.995,0.995,0.46899,0.01155,0.01423,0.22301,0.82175,0.000317,0.000317,0.000317
682,13121.7,0.2909,0.0131,0.01588,0.18983,0.80174,0.99885,1,0.995,0.91292,0.99885,1,0.995,0.995,0.46969,0.01106,0.00989,0.22264,0.82082,0.000314525,0.000314525,0.000314525
683,13140.5,0.29986,0.01496,0.02445,0.19657,0.80219,0.99886,1,0.995,0.91296,0.99886,1,0.995,0.995,0.47066,0.0114,0.0106,0.22227,0.81954,0.00031205,0.00031205,0.00031205
684,13160,0.2818,0.01117,0.01742,0.18793,0.80464,0.99885,1,0.995,0.91255,0.99885,1,0.995,0.995,0.47402,0.01129,0.01016,0.22496,0.81897,0.000309575,0.000309575,0.000309575
685,13179.3,0.27908,0.0128,0.01839,0.18516,0.79217,0.99882,1,0.995,0.9114,0.99882,1,0.995,0.995,0.47157,0.01099,0.00792,0.21984,0.81996,0.0003071,0.0003071,0.0003071
686,13197.9,0.28583,0.01131,0.01953,0.18889,0.80538,0.99883,1,0.995,0.91242,0.99883,1,0.995,0.995,0.47368,0.01125,0.00718,0.22492,0.82124,0.000304625,0.000304625,0.000304625
687,13217.3,0.30213,0.01373,0.02367,0.20184,0.80404,0.99884,1,0.995,0.9107,0.99884,1,0.995,0.995,0.48138,0.0111,0.00791,0.22475,0.82298,0.00030215,0.00030215,0.00030215
688,13236,0.28451,0.01116,0.01895,0.18916,0.80195,0.99884,1,0.995,0.91042,0.99884,1,0.995,0.995,0.48096,0.01083,0.00766,0.21992,0.82346,0.000299675,0.000299675,0.000299675
689,13255.3,0.28665,0.01219,0.01393,0.18925,0.80321,0.99883,1,0.995,0.91018,0.99883,1,0.995,0.995,0.47896,0.01078,0.00677,0.21886,0.82174,0.0002972,0.0002972,0.0002972
690,13274.2,0.28788,0.01268,0.02073,0.19184,0.80523,0.99885,1,0.995,0.91402,0.99885,1,0.995,0.995,0.47955,0.01077,0.00908,0.2096,0.82283,0.000294725,0.000294725,0.000294725
691,13293.7,0.28261,0.01508,0.01879,0.18989,0.80761,0.99885,1,0.995,0.90975,0.99885,1,0.995,0.995,0.47907,0.01066,0.00956,0.21829,0.82456,0.00029225,0.00029225,0.00029225
692,13312.6,0.2821,0.01392,0.01603,0.1902,0.80494,0.99885,1,0.995,0.90812,0.99885,1,0.995,0.995,0.47562,0.01079,0.00963,0.21339,0.8223,0.000289775,0.000289775,0.000289775
693,13332,0.28006,0.01413,0.01298,0.19044,0.80554,0.99885,1,0.995,0.90864,0.99885,1,0.995,0.995,0.47455,0.0107,0.00666,0.21412,0.82236,0.0002873,0.0002873,0.0002873
694,13350.7,0.29235,0.01711,0.01781,0.195,0.79834,0.99884,1,0.995,0.90713,0.99884,1,0.995,0.995,0.47262,0.01086,0.0067,0.21142,0.8214,0.000284825,0.000284825,0.000284825
695,13369.8,0.29085,0.01335,0.01793,0.19095,0.80678,0.99883,1,0.995,0.91216,0.99883,1,0.995,0.995,0.47352,0.01106,0.006,0.21111,0.82098,0.00028235,0.00028235,0.00028235
696,13389.2,0.28766,0.01326,0.01565,0.19314,0.80971,0.99883,1,0.995,0.91004,0.99883,1,0.995,0.995,0.46901,0.01094,0.00737,0.214,0.81899,0.000279875,0.000279875,0.000279875
697,13408,0.28627,0.01361,0.01754,0.19055,0.80808,0.99882,1,0.995,0.91304,0.99882,1,0.995,0.995,0.46873,0.01082,0.00753,0.21277,0.81863,0.0002774,0.0002774,0.0002774
698,13427.4,0.28562,0.01273,0.01595,0.18851,0.79626,0.99882,1,0.995,0.9129,0.99882,1,0.995,0.995,0.46888,0.01095,0.00577,0.21296,0.81819,0.000274925,0.000274925,0.000274925
699,13446.2,0.28629,0.0131,0.0173,0.18976,0.8007,0.99882,1,0.995,0.90968,0.99882,1,0.995,0.995,0.46941,0.01054,0.00491,0.21717,0.81758,0.00027245,0.00027245,0.00027245
700,13465.7,0.27952,0.01184,0.01871,0.18824,0.80456,0.99882,1,0.995,0.90615,0.99882,1,0.995,0.995,0.47146,0.01022,0.00513,0.21584,0.81802,0.000269975,0.000269975,0.000269975
701,13484.4,0.28791,0.01374,0.02096,0.18781,0.80343,0.99882,1,0.995,0.90888,0.99882,1,0.995,0.995,0.47883,0.01023,0.00618,0.21591,0.81888,0.0002675,0.0002675,0.0002675
702,13503.8,0.27906,0.0113,0.01595,0.18422,0.80749,0.99881,1,0.995,0.91059,0.99881,1,0.995,0.995,0.48608,0.01031,0.0085,0.2154,0.82057,0.000265025,0.000265025,0.000265025
703,13522.5,0.28194,0.01092,0.0144,0.18835,0.79596,0.99881,1,0.995,0.91404,0.99881,1,0.995,0.995,0.48637,0.01007,0.01111,0.22323,0.82041,0.00026255,0.00026255,0.00026255
704,13541.9,0.28271,0.01451,0.02407,0.18882,0.80733,0.99879,1,0.995,0.91111,0.99879,1,0.995,0.995,0.48814,0.01031,0.01709,0.22026,0.8207,0.000260075,0.000260075,0.000260075
705,13561.3,0.27473,0.01064,0.01355,0.18467,0.80338,0.9988,1,0.995,0.91021,0.9988,1,0.995,0.995,0.48354,0.01001,0.01831,0.21974,0.82046,0.0002576,0.0002576,0.0002576
706,13580.1,0.2792,0.01179,0.01558,0.18608,0.79727,0.9988,1,0.995,0.90943,0.9988,1,0.995,0.995,0.48418,0.00958,0.01425,0.21279,0.81993,0.000255125,0.000255125,0.000255125
707,13598.9,0.27952,0.01343,0.0151,0.18519,0.80102,0.99876,1,0.995,0.9088,0.99876,1,0.995,0.995,0.48356,0.00937,0.01665,0.20719,0.81825,0.00025265,0.00025265,0.00025265
708,13617.8,0.27968,0.01338,0.02041,0.1844,0.80688,0.99875,1,0.995,0.90662,0.99875,1,0.995,0.995,0.48104,0.00942,0.01735,0.2058,0.81851,0.000250175,0.000250175,0.000250175
709,13636.6,0.27686,0.01135,0.01675,0.18395,0.80415,0.99878,1,0.995,0.90569,0.99878,1,0.995,0.995,0.47601,0.00972,0.01603,0.21129,0.81806,0.0002477,0.0002477,0.0002477
710,13655.3,0.28981,0.0129,0.01322,0.19111,0.80228,0.9988,1,0.995,0.91307,0.9988,1,0.995,0.995,0.4747,0.00993,0.014,0.21066,0.81796,0.000245225,0.000245225,0.000245225
711,13674.1,0.27356,0.01391,0.02086,0.18711,0.81029,0.99882,1,0.995,0.91033,0.99882,1,0.995,0.995,0.4741,0.01001,0.01278,0.20904,0.81767,0.00024275,0.00024275,0.00024275
712,13692.8,0.28313,0.01321,0.0125,0.18754,0.80589,0.99881,1,0.995,0.91383,0.99881,1,0.995,0.995,0.47165,0.01019,0.01094,0.20589,0.81809,0.000240275,0.000240275,0.000240275
713,13711.5,0.28253,0.01325,0.022,0.18649,0.79972,0.9988,1,0.995,0.91263,0.9988,1,0.995,0.995,0.47214,0.01033,0.01007,0.20488,0.8186,0.0002378,0.0002378,0.0002378
714,13730.3,0.27747,0.01459,0.01757,0.18188,0.79929,0.99879,1,0.995,0.90817,0.99879,1,0.995,0.995,0.47251,0.0102,0.01069,0.20893,0.81864,0.000235325,0.000235325,0.000235325
715,13749,0.28228,0.01228,0.01587,0.18619,0.79936,0.99877,1,0.995,0.91087,0.99877,1,0.995,0.995,0.46851,0.00997,0.01219,0.21427,0.81805,0.00023285,0.00023285,0.00023285
716,13767.8,0.28326,0.0124,0.01855,0.18907,0.80348,0.99879,1,0.995,0.91121,0.99879,1,0.995,0.995,0.46338,0.00972,0.01378,0.21611,0.8174,0.000230375,0.000230375,0.000230375
717,13786.5,0.26679,0.01173,0.01531,0.18006,0.80465,0.99878,1,0.995,0.91481,0.99878,1,0.995,0.995,0.46567,0.00952,0.01388,0.21839,0.81807,0.0002279,0.0002279,0.0002279
718,13805.3,0.2826,0.01164,0.02066,0.18719,0.80476,0.99881,1,0.995,0.91346,0.99881,1,0.995,0.995,0.46792,0.00947,0.01294,0.21853,0.81826,0.000225425,0.000225425,0.000225425
719,13824.1,0.27337,0.0142,0.02311,0.17848,0.79955,0.99883,1,0.995,0.9141,0.99883,1,0.995,0.995,0.47012,0.01012,0.01606,0.21697,0.81879,0.00022295,0.00022295,0.00022295
720,13842.8,0.26756,0.00972,0.01532,0.17809,0.79847,0.99883,1,0.995,0.91475,0.99883,1,0.995,0.995,0.47172,0.01047,0.01592,0.22138,0.81767,0.000220475,0.000220475,0.000220475
721,13861.6,0.26969,0.01297,0.02006,0.18048,0.80534,0.99884,1,0.995,0.9132,0.99884,1,0.995,0.995,0.47643,0.01076,0.01633,0.22008,0.81773,0.000218,0.000218,0.000218
722,13880.5,0.27772,0.01213,0.01539,0.18729,0.8051,0.99884,1,0.995,0.91375,0.99884,1,0.995,0.995,0.47377,0.01052,0.01752,0.22245,0.81645,0.000215525,0.000215525,0.000215525
723,13899.8,0.28172,0.01112,0.01305,0.18587,0.8041,0.99883,1,0.995,0.91274,0.99883,1,0.995,0.995,0.47682,0.01015,0.01969,0.21982,0.81727,0.00021305,0.00021305,0.00021305
724,13918.6,0.27635,0.01088,0.01801,0.18254,0.79909,0.99884,1,0.995,0.91329,0.99884,1,0.995,0.995,0.47245,0.00991,0.02187,0.22266,0.81834,0.000210575,0.000210575,0.000210575
725,13937.4,0.27597,0.01208,0.014,0.18632,0.80409,0.99881,1,0.995,0.91508,0.99881,1,0.995,0.995,0.47412,0.0101,0.02136,0.21829,0.81829,0.0002081,0.0002081,0.0002081
726,13956.2,0.27473,0.01524,0.02145,0.18554,0.80241,0.99883,1,0.995,0.91469,0.99883,1,0.995,0.995,0.47197,0.01015,0.02032,0.21576,0.81657,0.000205625,0.000205625,0.000205625
727,13975.2,0.2667,0.01133,0.01464,0.17702,0.80393,0.99882,1,0.995,0.91252,0.99882,1,0.995,0.995,0.46975,0.01041,0.01841,0.20896,0.81617,0.00020315,0.00020315,0.00020315
728,13994,0.27236,0.01099,0.01612,0.18045,0.79645,0.99882,1,0.995,0.91477,0.99882,1,0.995,0.995,0.46534,0.01056,0.01651,0.21184,0.81567,0.000200675,0.000200675,0.000200675
729,14012.8,0.27566,0.01267,0.01762,0.18283,0.8069,0.99882,1,0.995,0.91617,0.99882,1,0.995,0.995,0.46391,0.0107,0.01575,0.21622,0.81535,0.0001982,0.0001982,0.0001982
730,14031.6,0.27422,0.01221,0.01573,0.17989,0.80083,0.99882,1,0.995,0.9162,0.99882,1,0.995,0.995,0.46058,0.01073,0.01627,0.2157,0.81457,0.000195725,0.000195725,0.000195725
731,14050.3,0.27707,0.01359,0.01205,0.18285,0.79667,0.99881,1,0.995,0.91593,0.99881,1,0.995,0.995,0.45418,0.01089,0.01651,0.21298,0.81505,0.00019325,0.00019325,0.00019325
732,14069.3,0.27464,0.01355,0.01686,0.18371,0.79705,0.99882,1,0.995,0.91474,0.99882,1,0.995,0.995,0.45271,0.01113,0.01724,0.20735,0.81537,0.000190775,0.000190775,0.000190775
733,14088.3,0.27705,0.01237,0.01596,0.1858,0.80102,0.99882,1,0.995,0.91399,0.99882,1,0.995,0.995,0.45526,0.01132,0.01908,0.20859,0.81617,0.0001883,0.0001883,0.0001883
734,14107.2,0.2845,0.01234,0.01416,0.18764,0.80035,0.99883,1,0.995,0.91248,0.99883,1,0.995,0.995,0.4595,0.01141,0.02098,0.21158,0.81602,0.000185825,0.000185825,0.000185825
735,14126.3,0.27513,0.01416,0.0208,0.18119,0.79334,0.99882,1,0.995,0.91534,0.99882,1,0.995,0.995,0.46035,0.01175,0.02269,0.20891,0.81604,0.00018335,0.00018335,0.00018335
736,14145.2,0.26923,0.01305,0.01186,0.17792,0.79853,0.9988,1,0.995,0.90781,0.9988,1,0.995,0.995,0.46308,0.01197,0.02263,0.21099,0.81692,0.000180875,0.000180875,0.000180875
737,14164.2,0.27032,0.01188,0.0191,0.18173,0.80318,0.99882,1,0.995,0.90581,0.99882,1,0.995,0.995,0.45974,0.01197,0.02024,0.2116,0.81704,0.0001784,0.0001784,0.0001784
738,14183.1,0.27277,0.01027,0.01316,0.18244,0.79808,0.99879,1,0.995,0.90723,0.99879,1,0.995,0.995,0.45358,0.01172,0.01894,0.21057,0.8159,0.000175925,0.000175925,0.000175925
739,14202,0.26698,0.01165,0.01609,0.18036,0.80267,0.9988,1,0.995,0.90796,0.9988,1,0.995,0.995,0.45249,0.01158,0.01848,0.21138,0.8145,0.00017345,0.00017345,0.00017345
740,14220.9,0.27227,0.01204,0.01796,0.18064,0.80375,0.99879,1,0.995,0.91467,0.99879,1,0.995,0.995,0.45363,0.01083,0.01363,0.21099,0.81505,0.000170975,0.000170975,0.000170975
741,14239.6,0.27453,0.01136,0.02186,0.1851,0.80095,0.99878,1,0.995,0.91203,0.99878,1,0.995,0.995,0.44841,0.01059,0.01414,0.20841,0.81468,0.0001685,0.0001685,0.0001685
742,14258.6,0.26341,0.01123,0.01485,0.17791,0.79759,0.99879,1,0.995,0.91308,0.99879,1,0.995,0.995,0.44746,0.01033,0.01401,0.20786,0.81427,0.000166025,0.000166025,0.000166025
743,14277.4,0.27687,0.01305,0.01942,0.18287,0.80364,0.99878,1,0.995,0.91516,0.99878,1,0.995,0.995,0.44735,0.01122,0.018,0.20852,0.81391,0.00016355,0.00016355,0.00016355
744,14296.3,0.2716,0.01669,0.01599,0.17555,0.80403,0.99878,1,0.995,0.91683,0.99878,1,0.995,0.995,0.4489,0.01128,0.01733,0.21017,0.81348,0.000161075,0.000161075,0.000161075
745,14315.2,0.26652,0.01088,0.01189,0.18218,0.79995,0.99877,1,0.995,0.91578,0.99877,1,0.995,0.995,0.45343,0.01171,0.01653,0.20668,0.81439,0.0001586,0.0001586,0.0001586
746,14334,0.26208,0.01028,0.01534,0.17474,0.79833,0.99878,1,0.995,0.91583,0.99878,1,0.995,0.995,0.46026,0.01175,0.01504,0.21039,0.81469,0.000156125,0.000156125,0.000156125
747,14352.9,0.27848,0.01333,0.01872,0.18872,0.80332,0.99878,1,0.995,0.914,0.99878,1,0.995,0.995,0.4605,0.01178,0.0139,0.20965,0.81507,0.00015365,0.00015365,0.00015365
748,14371.6,0.27118,0.01296,0.01517,0.17657,0.78981,0.99878,1,0.995,0.91571,0.99878,1,0.995,0.995,0.46503,0.01173,0.01277,0.21057,0.81584,0.000151175,0.000151175,0.000151175
749,14390.5,0.27362,0.01233,0.01117,0.1842,0.79841,0.99878,1,0.995,0.91466,0.99878,1,0.995,0.995,0.467,0.01157,0.01136,0.20979,0.81608,0.0001487,0.0001487,0.0001487
750,14411.4,0.26912,0.01217,0.0162,0.17957,0.80149,0.99877,1,0.995,0.91267,0.99877,1,0.995,0.995,0.4665,0.01145,0.01069,0.20913,0.81641,0.000146225,0.000146225,0.000146225
751,14430.3,0.27623,0.01638,0.01603,0.18342,0.80686,0.99878,1,0.995,0.91319,0.99878,1,0.995,0.995,0.46863,0.01118,0.01096,0.20727,0.81637,0.00014375,0.00014375,0.00014375
752,14449.3,0.26578,0.01208,0.01597,0.17777,0.7988,0.99875,1,0.995,0.91321,0.99875,1,0.995,0.995,0.46714,0.01101,0.01139,0.20943,0.81645,0.000141275,0.000141275,0.000141275
753,14468.1,0.26397,0.01059,0.01386,0.17643,0.79977,0.99877,1,0.995,0.91327,0.99877,1,0.995,0.995,0.46781,0.01082,0.01137,0.21186,0.81662,0.0001388,0.0001388,0.0001388
754,14487.1,0.26069,0.01105,0.0129,0.17809,0.80609,0.99876,1,0.995,0.91309,0.99876,1,0.995,0.995,0.46689,0.01073,0.01151,0.21084,0.81701,0.000136325,0.000136325,0.000136325
755,14506.2,0.26853,0.01229,0.01096,0.17668,0.79732,0.99877,1,0.995,0.91592,0.99877,1,0.995,0.995,0.46706,0.01062,0.012,0.21234,0.81696,0.00013385,0.00013385,0.00013385
756,14525.2,0.26986,0.01114,0.01227,0.17972,0.80595,0.99878,1,0.995,0.91241,0.99878,1,0.995,0.995,0.4657,0.01076,0.01206,0.21413,0.81625,0.000131375,0.000131375,0.000131375
757,14544.3,0.2722,0.01042,0.01697,0.18041,0.79504,0.9988,1,0.995,0.91034,0.9988,1,0.995,0.995,0.46395,0.01062,0.01232,0.20973,0.81573,0.0001289,0.0001289,0.0001289
758,14563.1,0.27575,0.01134,0.01739,0.18463,0.81407,0.99882,1,0.995,0.91443,0.99882,1,0.995,0.995,0.46263,0.01047,0.01292,0.20745,0.81488,0.000126425,0.000126425,0.000126425
759,14582.3,0.27068,0.01139,0.01869,0.17936,0.80065,0.99883,1,0.995,0.91449,0.99883,1,0.995,0.995,0.46153,0.01028,0.01309,0.20879,0.81509,0.00012395,0.00012395,0.00012395
