epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
241,4632.53,0.47141,0.02881,0.03323,0.29659,0.83787,0.97869,0.9985,0.99457,0.90584,1,0.99968,0.995,0.995,0.50503,0.03329,0.01534,0.32245,0.82985,0.001406,0.001406,0.001406
242,4652.12,0.4705,0.02867,0.03113,0.29397,0.8419,0.99836,0.97826,0.99417,0.90461,0.99836,0.97826,0.99417,0.99417,0.48073,0.0228,0.00899,0.30246,0.81475,0.00140352,0.00140352,0.00140352
243,4670.79,0.4877,0.03171,0.03595,0.30711,0.85123,1,0.99884,0.995,0.92835,1,0.99884,0.995,0.995,0.47053,0.02415,0.03,0.30792,0.81605,0.00140105,0.00140105,0.00140105
244,4690.66,0.47982,0.02786,0.02667,0.29476,0.84437,0.99942,1,0.995,0.91712,0.99942,1,0.995,0.995,0.50224,0.0193,0.03173,0.28382,0.82831,0.00139858,0.00139858,0.00139858
245,4710.18,0.46358,0.02985,0.03509,0.29355,0.84277,0.99938,1,0.995,0.91272,0.99938,1,0.995,0.995,0.48825,0.02551,0.03013,0.2774,0.81653,0.0013961,0.0013961,0.0013961
246,4729.32,0.46295,0.03194,0.03339,0.2946,0.84653,0.99923,1,0.995,0.90849,0.99923,1,0.995,0.995,0.49203,0.01372,0.03457,0.27904,0.81365,0.00139362,0.00139362,0.00139362
247,4748.87,0.46463,0.03098,0.03478,0.29163,0.83893,0.99854,1,0.995,0.91118,0.99854,1,0.995,0.995,0.49752,0.01685,0.01328,0.2902,0.82243,0.00139115,0.00139115,0.00139115
248,4767.67,0.46065,0.0315,0.04035,0.29471,0.8407,0.99866,1,0.995,0.91469,0.99866,1,0.995,0.995,0.50413,0.0262,0.01238,0.29746,0.82747,0.00138867,0.00138867,0.00138867
249,4787.24,0.47274,0.0293,0.03536,0.30008,0.8541,0.99882,1,0.995,0.91525,0.99882,1,0.995,0.995,0.50381,0.01821,0.02389,0.28423,0.82594,0.0013862,0.0013862,0.0013862
250,4806.02,0.47418,0.03567,0.0434,0.29311,0.84233,0.99886,1,0.995,0.89789,0.99886,1,0.995,0.995,0.5118,0.0221,0.01223,0.2867,0.82831,0.00138372,0.00138372,0.00138372
251,4825.61,0.45774,0.02734,0.02739,0.28948,0.84126,0.9986,1,0.995,0.90521,0.9986,1,0.995,0.995,0.51372,0.01316,0.01246,0.28452,0.83026,0.00138125,0.00138125,0.00138125
252,4845.08,0.46796,0.03443,0.04878,0.29537,0.84235,1,0.99952,0.995,0.89624,1,0.99952,0.995,0.995,0.51133,0.01598,0.03532,0.31678,0.81934,0.00137878,0.00137878,0.00137878
253,4864.46,0.46168,0.03454,0.0338,0.29513,0.84286,1,0.99826,0.995,0.90229,1,0.99826,0.995,0.995,0.51253,0.0201,0.02606,0.29114,0.81918,0.0013763,0.0013763,0.0013763
254,4883.16,0.48358,0.03472,0.04124,0.30889,0.85516,0.99829,0.97826,0.99417,0.90819,0.99829,0.97826,0.99457,0.99457,0.49291,0.02672,0.02154,0.32273,0.81704,0.00137383,0.00137383,0.00137383
255,4902.62,0.46461,0.03098,0.03146,0.29484,0.84024,1,0.99839,0.995,0.92144,1,0.99839,0.995,0.995,0.4679,0.02846,0.01218,0.3107,0.81548,0.00137135,0.00137135,0.00137135
256,4923.13,0.45635,0.0265,0.02773,0.28875,0.84708,1,0.99872,0.995,0.91055,1,0.99872,0.995,0.995,0.51619,0.02504,0.01782,0.32248,0.82349,0.00136888,0.00136888,0.00136888
257,4941.93,0.46661,0.0357,0.04089,0.29668,0.83644,1,0.9988,0.995,0.90252,1,0.9988,0.995,0.995,0.51514,0.02696,0.00548,0.32172,0.82073,0.0013664,0.0013664,0.0013664
258,4961.49,0.45208,0.0287,0.03366,0.28765,0.83612,0.99853,0.97826,0.99417,0.89948,1,0.99864,0.995,0.995,0.54252,0.01863,0.00371,0.36315,0.82811,0.00136392,0.00136392,0.00136392
259,4980.22,0.45423,0.03146,0.03563,0.29067,0.83483,0.99857,0.97826,0.99417,0.90996,1,0.99851,0.995,0.995,0.52189,0.02017,0.0128,0.35826,0.82233,0.00136145,0.00136145,0.00136145
260,4999.69,0.45221,0.02614,0.03968,0.28344,0.83627,1,0.99869,0.995,0.91022,1,0.99869,0.995,0.995,0.55246,0.02314,0.03592,0.3416,0.8421,0.00135898,0.00135898,0.00135898
261,5018.52,0.45713,0.0265,0.0281,0.29783,0.83824,0.99831,0.97826,0.99457,0.91096,0.99831,0.97826,0.99457,0.99457,0.53402,0.02531,0.03033,0.29416,0.83017,0.0013565,0.0013565,0.0013565
262,5038.15,0.4645,0.03337,0.02967,0.29223,0.83738,0.99868,0.97826,0.99417,0.90699,0.99868,0.97826,0.99417,0.99417,0.51545,0.01383,0.01664,0.35388,0.82183,0.00135403,0.00135403,0.00135403
263,5056.78,0.45444,0.029,0.03373,0.29382,0.84211,0.99822,0.97826,0.99417,0.91177,0.99822,0.97826,0.99417,0.99417,0.51047,0.02044,0.00236,0.35553,0.82338,0.00135155,0.00135155,0.00135155
264,5076.56,0.45813,0.02763,0.03866,0.28493,0.8391,0.99719,0.97826,0.99378,0.91339,0.99719,0.97826,0.99378,0.99378,0.5189,0.02784,0.00838,0.35626,0.82043,0.00134908,0.00134908,0.00134908
265,5096.42,0.45297,0.02823,0.03123,0.28745,0.84189,0.99772,0.97826,0.99457,0.90185,0.99772,0.97826,0.99457,0.99457,0.50145,0.03163,0.01354,0.35711,0.82654,0.0013466,0.0013466,0.0013466
266,5115.47,0.47027,0.0303,0.03314,0.29051,0.83382,1,0.99877,0.995,0.90287,1,0.99877,0.995,0.995,0.48594,0.02752,0.00868,0.33093,0.82314,0.00134413,0.00134413,0.00134413
267,5135.48,0.45437,0.03229,0.03659,0.28525,0.84367,1,0.9987,0.995,0.91442,1,0.9987,0.995,0.995,0.47623,0.02945,0.00537,0.33641,0.82339,0.00134165,0.00134165,0.00134165
268,5154.19,0.44953,0.02777,0.03158,0.28455,0.83358,0.99838,0.97826,0.99417,0.91155,1,0.99891,0.995,0.995,0.48845,0.03532,0.00187,0.34246,0.81804,0.00133917,0.00133917,0.00133917
269,5173.77,0.46113,0.03249,0.04046,0.2849,0.85134,0.9984,0.97826,0.99417,0.9065,1,0.99885,0.995,0.995,0.49339,0.02517,0.00738,0.35588,0.82201,0.0013367,0.0013367,0.0013367
270,5192.51,0.44894,0.02867,0.03595,0.28451,0.8395,1,0.999,0.995,0.91894,1,0.999,0.995,0.995,0.49705,0.02919,0.01599,0.30147,0.82338,0.00133423,0.00133423,0.00133423
271,5211.89,0.46361,0.02636,0.03911,0.28978,0.8395,1,0.99878,0.995,0.91666,1,0.99878,0.995,0.995,0.47583,0.02842,0.04503,0.29132,0.81537,0.00133175,0.00133175,0.00133175
272,5230.59,0.45507,0.02662,0.04256,0.29268,0.84973,1,0.99855,0.995,0.91856,1,0.99855,0.995,0.99277,0.47004,0.032,0.0416,0.29081,0.81855,0.00132927,0.00132927,0.00132927
273,5250.12,0.44311,0.0276,0.03075,0.28018,0.83285,1,0.99864,0.995,0.90237,1,0.99864,0.995,0.995,0.48338,0.02609,0.01064,0.35815,0.82285,0.0013268,0.0013268,0.0013268
274,5269.6,0.45567,0.02893,0.04025,0.2908,0.83774,0.99854,0.97826,0.99457,0.89361,1,0.99872,0.995,0.995,0.50411,0.02379,0.0041,0.3393,0.83214,0.00132432,0.00132432,0.00132432
275,5288.33,0.44175,0.03492,0.03354,0.28156,0.83075,1,0.99862,0.995,0.9068,1,0.99862,0.995,0.995,0.4877,0.02244,0.01174,0.31196,0.82511,0.00132185,0.00132185,0.00132185
276,5308.83,0.43831,0.02736,0.02961,0.28647,0.83946,1,0.99887,0.995,0.90011,1,0.99887,0.995,0.995,0.47558,0.02526,0.01736,0.2897,0.81807,0.00131938,0.00131938,0.00131938
277,5327.78,0.45868,0.03198,0.03933,0.29342,0.84334,1,0.99793,0.995,0.90796,1,0.99793,0.995,0.995,0.50053,0.02734,0.01254,0.28168,0.81938,0.0013169,0.0013169,0.0013169
278,5347.33,0.46728,0.03122,0.03858,0.28845,0.8378,1,0.99858,0.995,0.91162,1,0.99858,0.995,0.995,0.49872,0.0211,0.01004,0.31298,0.81731,0.00131443,0.00131443,0.00131443
279,5366.12,0.45614,0.03086,0.04215,0.29276,0.8414,0.99874,0.97826,0.99457,0.91437,1,0.99865,0.995,0.995,0.48298,0.02043,0.00905,0.35336,0.82064,0.00131195,0.00131195,0.00131195
280,5385.67,0.44695,0.02582,0.04179,0.28037,0.84202,0.99844,0.97826,0.99378,0.90637,0.99844,0.97826,0.99457,0.99229,0.46689,0.02243,0.01093,0.34849,0.81818,0.00130948,0.00130948,0.00130948
281,5404.41,0.44378,0.03313,0.03582,0.28181,0.83724,1,0.99868,0.995,0.91864,1,0.99868,0.995,0.995,0.46492,0.0183,0.01275,0.33979,0.81547,0.001307,0.001307,0.001307
282,5423.87,0.44202,0.02617,0.0302,0.28428,0.83642,1,0.99849,0.995,0.91196,1,0.99849,0.995,0.995,0.45253,0.01865,0.03059,0.295,0.80926,0.00130452,0.00130452,0.00130452
283,5443.35,0.4438,0.03087,0.03871,0.2798,0.82986,1,0.99868,0.995,0.90262,1,0.99868,0.995,0.995,0.47703,0.01962,0.04768,0.31124,0.81433,0.00130205,0.00130205,0.00130205
284,5462.26,0.45253,0.02809,0.03276,0.28413,0.82913,1,0.99846,0.995,0.91488,1,0.99846,0.995,0.995,0.48602,0.01651,0.04719,0.31735,0.82019,0.00129957,0.00129957,0.00129957
285,5481.77,0.44947,0.02605,0.03029,0.2832,0.83322,1,0.99957,0.995,0.91746,1,0.99957,0.995,0.995,0.47785,0.01382,0.03392,0.31407,0.81524,0.0012971,0.0012971,0.0012971
286,5500.4,0.43331,0.02737,0.04424,0.28031,0.83334,0.99843,0.97826,0.99417,0.91258,1,0.99842,0.995,0.995,0.50785,0.01963,0.02388,0.33014,0.81772,0.00129463,0.00129463,0.00129463
287,5520.13,0.44381,0.02515,0.02991,0.28144,0.84589,1,0.99853,0.995,0.89969,1,0.99853,0.995,0.995,0.50777,0.01395,0.04058,0.32024,0.81677,0.00129215,0.00129215,0.00129215
288,5538.8,0.44136,0.02406,0.03688,0.28037,0.83381,0.9986,0.97826,0.99417,0.90925,0.9986,0.97826,0.99457,0.99457,0.4787,0.01717,0.02174,0.32987,0.81291,0.00128967,0.00128967,0.00128967
289,5558.22,0.44993,0.0274,0.0372,0.28146,0.84095,1,0.99887,0.995,0.92266,1,0.99887,0.995,0.995,0.45661,0.02127,0.01697,0.31365,0.81508,0.0012872,0.0012872,0.0012872
290,5576.93,0.44333,0.02991,0.0338,0.27628,0.84406,1,0.99957,0.995,0.91415,1,0.99957,0.995,0.995,0.46845,0.01924,0.00779,0.2756,0.81968,0.00128473,0.00128473,0.00128473
291,5596.57,0.45988,0.02954,0.02851,0.28689,0.84222,1,0.99906,0.995,0.91665,1,0.99906,0.995,0.995,0.46391,0.01863,0.01446,0.29217,0.81641,0.00128225,0.00128225,0.00128225
292,5616.47,0.45082,0.02697,0.03213,0.27904,0.83004,1,0.99901,0.995,0.92149,1,0.99901,0.995,0.995,0.46821,0.02074,0.02691,0.31941,0.81832,0.00127977,0.00127977,0.00127977
293,5636.83,0.43308,0.02828,0.02991,0.27361,0.8329,1,0.99864,0.995,0.91741,1,0.99864,0.995,0.995,0.45462,0.01731,0.01734,0.30631,0.80814,0.0012773,0.0012773,0.0012773
294,5656.69,0.43951,0.02656,0.03105,0.28193,0.83623,1,0.99874,0.995,0.90624,1,0.99874,0.995,0.995,0.48732,0.02431,0.02603,0.33438,0.82571,0.00127483,0.00127483,0.00127483
295,5675.54,0.42968,0.02364,0.02802,0.27059,0.83218,1,0.99862,0.995,0.90283,1,0.99862,0.995,0.995,0.4833,0.02442,0.03168,0.30991,0.81845,0.00127235,0.00127235,0.00127235
296,5695.48,0.43736,0.0293,0.03662,0.275,0.83467,1,0.99881,0.995,0.90077,1,0.99881,0.995,0.995,0.48031,0.02624,0.01348,0.38585,0.82812,0.00126987,0.00126987,0.00126987
297,5714.25,0.43145,0.02733,0.03137,0.27115,0.83177,1,0.9988,0.995,0.91301,1,0.9988,0.995,0.99492,0.48645,0.02893,0.05007,0.36707,0.82288,0.0012674,0.0012674,0.0012674
298,5733.79,0.42905,0.02738,0.02876,0.27104,0.82914,1,0.99929,0.995,0.91782,1,0.99929,0.995,0.995,0.44886,0.02853,0.02972,0.27876,0.81663,0.00126492,0.00126492,0.00126492
299,5752.55,0.42884,0.02727,0.03038,0.27013,0.83331,1,0.9994,0.995,0.91298,1,0.9994,0.995,0.995,0.46494,0.02796,0.04349,0.28354,0.81942,0.00126245,0.00126245,0.00126245
300,5772,0.43629,0.02704,0.03425,0.27733,0.82902,1,0.99876,0.995,0.91231,1,0.99876,0.995,0.995,0.48728,0.02572,0.03216,0.31032,0.82143,0.00125997,0.00125997,0.00125997
301,5791.55,0.44649,0.02734,0.04076,0.28247,0.83804,1,0.99868,0.995,0.90937,1,0.99868,0.995,0.995,0.47593,0.02254,0.03774,0.31067,0.81802,0.0012575,0.0012575,0.0012575
302,5810.89,0.44091,0.02479,0.03672,0.28038,0.8464,1,0.9987,0.995,0.90609,1,0.9987,0.995,0.995,0.48311,0.02213,0.04641,0.3246,0.81468,0.00125503,0.00125503,0.00125503
303,5830.66,0.43466,0.02536,0.03481,0.27661,0.82936,0.9984,0.97826,0.99417,0.9181,0.9984,0.97826,0.99417,0.99417,0.49178,0.01962,0.01818,0.33463,0.81923,0.00125255,0.00125255,0.00125255
304,5849.39,0.43365,0.02578,0.03109,0.27811,0.83227,0.99866,0.97826,0.99417,0.91453,0.99866,0.97826,0.99457,0.99457,0.48734,0.0244,0.02356,0.40364,0.8189,0.00125008,0.00125008,0.00125008
305,5869.09,0.42925,0.02417,0.03892,0.27255,0.83713,1,0.99881,0.995,0.91808,1,0.99881,0.995,0.99496,0.4873,0.02611,0.02098,0.34772,0.81468,0.0012476,0.0012476,0.0012476
306,5887.81,0.43183,0.02092,0.03097,0.27959,0.83423,1,0.99968,0.995,0.92333,1,0.99968,0.995,0.995,0.49015,0.02484,0.03479,0.28916,0.81429,0.00124513,0.00124513,0.00124513
307,5907.36,0.4412,0.02589,0.0271,0.27785,0.83917,1,0.99875,0.995,0.91586,1,0.99875,0.995,0.995,0.46579,0.01932,0.00445,0.29675,0.81176,0.00124265,0.00124265,0.00124265
308,5926.06,0.42555,0.02409,0.02605,0.27171,0.82828,1,0.99877,0.995,0.91949,1,0.99877,0.995,0.995,0.45657,0.01926,0.01142,0.32625,0.81031,0.00124018,0.00124018,0.00124018
309,5945.78,0.42787,0.02317,0.03106,0.27151,0.82802,1,0.99888,0.995,0.92616,1,0.99888,0.995,0.995,0.4767,0.02676,0.03953,0.32106,0.81133,0.0012377,0.0012377,0.0012377
310,5966.31,0.42449,0.02781,0.02791,0.26819,0.82914,1,0.9995,0.995,0.92451,1,0.9995,0.995,0.995,0.48706,0.02294,0.0289,0.29048,0.80908,0.00123522,0.00123522,0.00123522
311,5986.08,0.44261,0.02614,0.03851,0.2777,0.83768,0.99896,1,0.995,0.92455,0.99896,1,0.995,0.995,0.45719,0.02348,0.01846,0.26145,0.80758,0.00123275,0.00123275,0.00123275
312,6005.72,0.43157,0.0224,0.03225,0.269,0.82987,0.99934,1,0.995,0.92221,0.99934,1,0.995,0.99277,0.45889,0.02616,0.03301,0.27605,0.80294,0.00123028,0.00123028,0.00123028
313,6024.4,0.43934,0.02864,0.03118,0.2752,0.83432,0.99954,1,0.995,0.9211,0.99954,1,0.995,0.995,0.46167,0.02857,0.04519,0.27932,0.804,0.0012278,0.0012278,0.0012278
314,6044.17,0.4289,0.02565,0.02959,0.27173,0.82491,1,0.9978,0.995,0.91603,1,0.9978,0.995,0.995,0.5036,0.02466,0.0329,0.26337,0.81647,0.00122532,0.00122532,0.00122532
315,6062.94,0.41081,0.0238,0.02794,0.26342,0.82541,1,0.999,0.995,0.91558,1,0.999,0.995,0.995,0.53303,0.01884,0.03,0.28604,0.82188,0.00122285,0.00122285,0.00122285
316,6082.97,0.42293,0.02293,0.03449,0.26553,0.82959,1,0.9997,0.995,0.91795,1,0.9997,0.995,0.995,0.51119,0.02122,0.03397,0.27833,0.81773,0.00122038,0.00122038,0.00122038
317,6101.98,0.43208,0.02519,0.0373,0.27133,0.83444,1,0.99932,0.995,0.90325,1,0.99932,0.995,0.995,0.51772,0.02684,0.02363,0.2991,0.8227,0.0012179,0.0012179,0.0012179
318,6122.02,0.43053,0.02547,0.03987,0.27306,0.83346,1,0.99943,0.995,0.91421,1,0.99943,0.995,0.99232,0.48983,0.03521,0.04111,0.29741,0.82515,0.00121543,0.00121543,0.00121543
319,6142.14,0.43292,0.0246,0.02421,0.27121,0.83326,0.99894,1,0.995,0.91281,0.99894,1,0.995,0.995,0.4802,0.02779,0.01934,0.26929,0.82276,0.00121295,0.00121295,0.00121295
320,6161.31,0.43373,0.02563,0.02926,0.2721,0.83402,0.99895,1,0.995,0.92505,0.99895,1,0.995,0.995,0.4903,0.02522,0.0188,0.2584,0.81814,0.00121048,0.00121048,0.00121048
321,6181.56,0.4163,0.02831,0.02651,0.26018,0.83373,0.99915,1,0.995,0.91009,0.99915,1,0.995,0.995,0.48612,0.02011,0.0345,0.2594,0.81077,0.001208,0.001208,0.001208
322,6200.32,0.41448,0.0249,0.03181,0.26402,0.82841,0.99941,1,0.995,0.91681,0.99941,1,0.995,0.995,0.46414,0.01598,0.05036,0.26972,0.81159,0.00120553,0.00120553,0.00120553
323,6219.87,0.41164,0.02189,0.03595,0.26862,0.83448,0.99876,1,0.995,0.92394,0.99876,1,0.995,0.995,0.46551,0.01985,0.014,0.24799,0.81155,0.00120305,0.00120305,0.00120305
324,6238.65,0.41508,0.02243,0.03033,0.26398,0.82434,0.99854,1,0.995,0.9249,0.99854,1,0.995,0.995,0.44976,0.02097,0.00889,0.25761,0.81191,0.00120057,0.00120057,0.00120057
325,6258.21,0.42176,0.03397,0.03449,0.27227,0.83303,0.99851,1,0.995,0.91615,0.99851,1,0.995,0.995,0.45528,0.01816,0.01029,0.26044,0.81398,0.0011981,0.0011981,0.0011981
326,6276.93,0.42746,0.02814,0.03812,0.27343,0.83706,0.99857,1,0.995,0.91652,0.99857,1,0.995,0.995,0.45594,0.02021,0.00667,0.25758,0.81852,0.00119562,0.00119562,0.00119562
327,6296.24,0.41976,0.02902,0.03912,0.27227,0.83415,0.99857,1,0.995,0.9159,0.99857,1,0.995,0.995,0.46426,0.01673,0.01121,0.25211,0.81842,0.00119315,0.00119315,0.00119315
328,6315.76,0.42677,0.02132,0.02263,0.26851,0.83659,0.99873,1,0.995,0.92521,0.99873,1,0.995,0.995,0.47226,0.02212,0.00739,0.24957,0.82448,0.00119068,0.00119068,0.00119068
329,6334.53,0.4092,0.02656,0.03056,0.26363,0.83293,0.99871,1,0.995,0.92258,0.99871,1,0.995,0.995,0.46915,0.03604,0.0161,0.26624,0.81841,0.0011882,0.0011882,0.0011882
330,6354.13,0.4299,0.02804,0.03566,0.2757,0.83577,0.99897,1,0.995,0.91555,0.99897,1,0.995,0.995,0.48057,0.02117,0.01355,0.27068,0.81927,0.00118572,0.00118572,0.00118572
331,6373.01,0.43004,0.02734,0.03332,0.27434,0.84466,1,0.99627,0.995,0.91996,1,0.99627,0.995,0.995,0.49444,0.01847,0.02141,0.28286,0.81885,0.00118325,0.00118325,0.00118325
332,6392.56,0.42176,0.02529,0.02828,0.27166,0.83388,1,0.99829,0.995,0.9224,1,0.99829,0.995,0.995,0.4743,0.02219,0.01709,0.26722,0.82088,0.00118078,0.00118078,0.00118078
333,6411.39,0.41096,0.02304,0.02479,0.27429,0.83092,0.99765,0.97826,0.99457,0.93153,0.99765,0.97826,0.99457,0.99457,0.47688,0.02053,0.007,0.2695,0.81445,0.0011783,0.0011783,0.0011783
334,6431.22,0.41613,0.02554,0.02856,0.26727,0.82664,0.99964,1,0.995,0.91999,0.99964,1,0.995,0.995,0.48667,0.02311,0.0495,0.26805,0.81162,0.00117582,0.00117582,0.00117582
335,6450,0.40995,0.02328,0.03173,0.26765,0.83382,0.9993,1,0.995,0.90729,0.9993,1,0.995,0.995,0.48957,0.02556,0.01493,0.26521,0.81886,0.00117335,0.00117335,0.00117335
336,6469.6,0.41273,0.02393,0.03001,0.26294,0.82527,0.99997,1,0.995,0.91211,0.99997,1,0.995,0.995,0.47625,0.0299,0.02644,0.27255,0.81471,0.00117088,0.00117088,0.00117088
337,6489.13,0.41976,0.02033,0.03449,0.26352,0.83285,1,0.99904,0.995,0.92173,1,0.99904,0.995,0.995,0.49261,0.02375,0.02053,0.29752,0.82134,0.0011684,0.0011684,0.0011684
338,6508.82,0.40694,0.02133,0.0307,0.26001,0.8228,1,0.99932,0.995,0.90967,1,0.99932,0.995,0.995,0.46133,0.02894,0.02264,0.28546,0.81649,0.00116592,0.00116592,0.00116592
339,6528.88,0.41683,0.02076,0.0231,0.26047,0.81957,1,0.99938,0.995,0.91562,1,0.99938,0.995,0.995,0.47505,0.03901,0.0296,0.28844,0.82218,0.00116345,0.00116345,0.00116345
340,6547.6,0.40302,0.02325,0.02384,0.2641,0.82187,1,0.99851,0.995,0.91901,1,0.99851,0.995,0.995,0.45717,0.02953,0.01519,0.28182,0.8159,0.00116097,0.00116097,0.00116097
341,6567.22,0.4237,0.02427,0.0371,0.26948,0.82695,1,0.99931,0.995,0.92204,1,0.99931,0.995,0.995,0.43384,0.02053,0.01088,0.27704,0.81161,0.0011585,0.0011585,0.0011585
342,6585.95,0.42684,0.02484,0.03008,0.27115,0.82915,1,0.99899,0.995,0.91764,1,0.99899,0.995,0.995,0.46168,0.02349,0.02725,0.2945,0.81977,0.00115603,0.00115603,0.00115603
343,6605.55,0.41327,0.01979,0.02227,0.26213,0.82596,0.99978,1,0.995,0.92148,0.99978,1,0.995,0.995,0.45758,0.02385,0.00536,0.2674,0.81517,0.00115355,0.00115355,0.00115355
344,6624.23,0.42463,0.02884,0.03192,0.26737,0.83385,0.9993,1,0.995,0.91211,0.9993,1,0.995,0.995,0.49072,0.01963,0.00854,0.26244,0.82149,0.00115108,0.00115108,0.00115108
345,6644.83,0.41763,0.024,0.03185,0.26503,0.82622,0.99915,1,0.995,0.91978,0.99915,1,0.995,0.995,0.45814,0.01951,0.0121,0.25818,0.81809,0.0011486,0.0011486,0.0011486
346,6664.46,0.4016,0.02079,0.02278,0.25792,0.82757,0.97706,1,0.99457,0.91629,0.97706,1,0.99457,0.99457,0.48685,0.02209,0.03981,0.28149,0.82015,0.00114613,0.00114613,0.00114613
347,6683.25,0.44515,0.02563,0.0239,0.2731,0.84863,0.99742,0.97826,0.99457,0.90373,0.99742,0.97826,0.99457,0.99457,0.49061,0.02518,0.01696,0.28064,0.82302,0.00114365,0.00114365,0.00114365
348,6703.31,0.41355,0.02459,0.02994,0.26178,0.83177,1,0.99888,0.995,0.9136,1,0.99888,0.995,0.995,0.4635,0.0292,0.00987,0.27481,0.8217,0.00114117,0.00114117,0.00114117
349,6722.42,0.41717,0.0241,0.02828,0.26827,0.83257,1,0.99857,0.995,0.91642,1,0.99857,0.995,0.995,0.47189,0.02242,0.00921,0.29253,0.82321,0.0011387,0.0011387,0.0011387
350,6742.01,0.41101,0.0234,0.03749,0.2652,0.83116,1,0.99966,0.995,0.92207,1,0.99966,0.995,0.995,0.44944,0.02141,0.03423,0.26785,0.81395,0.00113623,0.00113623,0.00113623
351,6761.12,0.40507,0.02444,0.03371,0.25799,0.83153,1,0.99881,0.995,0.91848,1,0.99881,0.995,0.995,0.46896,0.01797,0.01165,0.30077,0.81466,0.00113375,0.00113375,0.00113375
352,6780.95,0.40534,0.02215,0.02793,0.26179,0.83247,1,0.99861,0.995,0.92031,1,0.99861,0.995,0.995,0.46029,0.01397,0.01195,0.30506,0.81607,0.00113128,0.00113128,0.00113128
353,6799.42,0.41609,0.02514,0.02663,0.26795,0.83201,1,0.99859,0.995,0.92767,1,0.99859,0.995,0.995,0.44939,0.01998,0.02175,0.27297,0.81697,0.0011288,0.0011288,0.0011288
354,6818.98,0.40196,0.02574,0.03533,0.2601,0.82372,1,0.99962,0.995,0.91944,1,0.99962,0.995,0.995,0.4529,0.02422,0.0157,0.27101,0.80927,0.00112633,0.00112633,0.00112633
355,6838.68,0.40083,0.02031,0.0299,0.25743,0.82729,1,0.99931,0.995,0.92303,1,0.99931,0.995,0.995,0.45523,0.01931,0.02581,0.27658,0.80858,0.00112385,0.00112385,0.00112385
356,6857.36,0.39837,0.02088,0.02861,0.25889,0.83169,1,0.99936,0.995,0.91291,1,0.99936,0.995,0.995,0.47153,0.01784,0.038,0.26218,0.80996,0.00112137,0.00112137,0.00112137
357,6877.04,0.4111,0.02201,0.02916,0.26351,0.82792,0.99934,1,0.995,0.92178,0.99934,1,0.995,0.995,0.46217,0.01592,0.02296,0.25587,0.81318,0.0011189,0.0011189,0.0011189
358,6895.82,0.40381,0.02271,0.02724,0.26333,0.82994,1,0.99879,0.995,0.91477,1,0.99879,0.995,0.995,0.47532,0.01864,0.02219,0.27419,0.81623,0.00111643,0.00111643,0.00111643
359,6915.45,0.40101,0.02106,0.02823,0.25864,0.82776,1,0.99886,0.995,0.91603,1,0.99886,0.995,0.995,0.48306,0.01873,0.03834,0.27545,0.81707,0.00111395,0.00111395,0.00111395
360,6934.17,0.4015,0.02554,0.02361,0.25486,0.82811,1,0.99859,0.995,0.91694,1,0.99859,0.995,0.995,0.48195,0.02206,0.00959,0.31038,0.82064,0.00111148,0.00111148,0.00111148
361,6953.71,0.41494,0.0247,0.02889,0.26204,0.82769,1,0.99891,0.995,0.9118,1,0.99891,0.995,0.995,0.49122,0.02467,0.01397,0.29711,0.81347,0.001109,0.001109,0.001109
362,6972.45,0.39994,0.02677,0.02966,0.25438,0.82421,0.99962,1,0.995,0.91851,0.99962,1,0.995,0.995,0.48157,0.02081,0.01521,0.26198,0.80647,0.00110653,0.00110653,0.00110653
363,6992.13,0.39955,0.02128,0.02705,0.25719,0.82649,0.99986,1,0.995,0.91163,0.99986,1,0.995,0.995,0.4957,0.01939,0.00966,0.26552,0.81147,0.00110405,0.00110405,0.00110405
364,7011.68,0.40373,0.02197,0.02877,0.25636,0.82607,1,0.99954,0.995,0.91459,1,0.99954,0.995,0.995,0.4943,0.0149,0.0052,0.26832,0.8131,0.00110158,0.00110158,0.00110158
365,7030.44,0.40023,0.02171,0.02421,0.25336,0.82617,1,0.99825,0.995,0.90901,1,0.99825,0.995,0.995,0.48813,0.01591,0.00423,0.27367,0.81572,0.0010991,0.0010991,0.0010991
366,7050.03,0.39969,0.02167,0.02595,0.2553,0.82948,1,0.99947,0.995,0.91268,1,0.99947,0.995,0.995,0.46774,0.01865,0.00507,0.27281,0.80951,0.00109662,0.00109662,0.00109662
367,7068.83,0.40273,0.02042,0.0295,0.25665,0.82606,0.99927,1,0.995,0.90856,0.99927,1,0.995,0.995,0.45794,0.02025,0.0045,0.25934,0.81228,0.00109415,0.00109415,0.00109415
368,7088.52,0.39757,0.01972,0.0225,0.25289,0.83099,0.99912,1,0.995,0.91309,0.99912,1,0.995,0.995,0.48968,0.01764,0.00281,0.27055,0.82052,0.00109168,0.00109168,0.00109168
369,7107.32,0.3991,0.02043,0.02541,0.25371,0.83123,0.99915,1,0.995,0.91431,0.99915,1,0.995,0.995,0.46737,0.01768,0.00383,0.2628,0.8149,0.0010892,0.0010892,0.0010892
