epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,8412.2,0.66769,0.40289,0.87808,0.99656,0.90909,0.9875,0.83348,0.73557,0.46323,0.87317,0.0004952,0.0004952,0.0004952
78,8521.43,0.64371,0.38224,0.88071,1,0.98727,0.995,0.85148,0.73883,0.47641,0.86732,0.0004754,0.0004754,0.0004754
79,8630.12,0.66385,0.38432,0.88574,1,0.90843,0.97571,0.81012,0.79063,0.54288,0.87243,0.0004556,0.0004556,0.0004556
80,8739.06,0.64811,0.38185,0.87659,1,0.90752,0.92857,0.76919,0.81749,0.53758,0.91423,0.0004358,0.0004358,0.0004358
81,8848.77,0.65989,0.38756,0.87261,0.99588,0.90909,0.92975,0.79144,0.78426,0.48754,0.89132,0.000416,0.000416,0.000416
82,8956.14,0.65688,0.38355,0.87738,0.99414,0.90909,0.95,0.80332,0.81334,0.43502,0.89092,0.0003962,0.0003962,0.0003962
83,9064.2,0.6516,0.3738,0.87691,0.99533,0.90909,0.96,0.81812,0.79187,0.43423,0.887,0.0003764,0.0003764,0.0003764
84,9172.87,0.63913,0.37512,0.87984,0.99576,0.90909,0.9875,0.84054,0.72072,0.41819,0.86232,0.0003566,0.0003566,0.0003566
85,9280.84,0.64402,0.38009,0.87575,0.99593,0.90909,0.971,0.82394,0.74431,0.45391,0.86056,0.0003368,0.0003368,0.0003368
86,9390.08,0.64002,0.37732,0.87253,0.99604,0.90909,0.9545,0.82319,0.70222,0.44695,0.86126,0.000317,0.000317,0.000317
87,9499.15,0.60549,0.36041,0.86097,0.99535,0.90909,0.92975,0.80761,0.75026,0.46433,0.88085,0.0002972,0.0002972,0.0002972
88,9607.74,0.63893,0.36951,0.87096,0.99469,0.90909,0.9325,0.8136,0.71559,0.52354,0.89561,0.0002774,0.0002774,0.0002774
89,9717.18,0.63353,0.3631,0.8817,0.99501,0.90909,0.9325,0.81484,0.70632,0.52929,0.8775,0.0002576,0.0002576,0.0002576
90,9825.95,0.63063,0.37208,0.8779,0.99455,0.90909,0.9325,0.79931,0.80564,0.54845,0.91753,0.0002378,0.0002378,0.0002378
91,9935.05,0.58169,0.32682,0.84625,0.99442,0.90909,0.92857,0.81699,0.81148,0.49988,0.9279,0.000218,0.000218,0.000218
92,10043.1,0.56791,0.3181,0.83725,0.99415,0.90909,0.96687,0.80993,0.85411,0.48222,0.95875,0.0001982,0.0001982,0.0001982
93,10149.9,0.56577,0.32864,0.83081,0.99423,0.90909,0.9275,0.80576,0.87306,0.50825,0.96085,0.0001784,0.0001784,0.0001784
94,10256.4,0.55876,0.31895,0.83563,0.99444,0.90909,0.92652,0.79661,0.81509,0.50547,0.93482,0.0001586,0.0001586,0.0001586
95,10364.7,0.55998,0.31834,0.8295,0.99469,0.90909,0.9275,0.8024,0.7659,0.46578,0.88491,0.0001388,0.0001388,0.0001388
96,10472.8,0.55319,0.31407,0.82722,0.99447,0.90909,0.95711,0.78764,0.79131,0.48274,0.89699,0.000119,0.000119,0.000119
97,10582.1,0.5556,0.3131,0.83397,0.99454,0.90909,0.9275,0.80566,0.75856,0.48241,0.8851,9.92e-05,9.92e-05,9.92e-05
98,10692.3,0.55488,0.30979,0.8316,0.99472,0.90909,0.9275,0.79395,0.76537,0.47087,0.88461,7.94e-05,7.94e-05,7.94e-05
99,10799.6,0.55077,0.31107,0.83316,0.99488,0.90909,0.9275,0.78708,0.79894,0.4604,0.88646,5.96e-05,5.96e-05,5.96e-05
100,10907.2,0.54025,0.3026,0.8372,0.99497,0.90909,0.9275,0.78775,0.80388,0.4657,0.88832,3.98e-05,3.98e-05,3.98e-05
