epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,3649.81,0.55433,0.03977,0.05069,0.33734,0.86809,0.98457,1,0.99486,0.9194,0.98457,1,0.99486,0.99486,0.50256,0.02493,0.02364,0.2899,0.84246,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
68,3703.72,0.55486,0.03949,0.0517,0.33554,0.86784,0.99874,0.98551,0.99472,0.89451,0.99874,0.98551,0.99472,0.99412,0.5115,0.02792,0.00615,0.3276,0.84867,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
69,3757.62,0.55001,0.0431,0.05122,0.33769,0.86597,0.97165,1,0.99457,0.91489,0.97165,1,0.99457,0.99327,0.50168,0.04874,0.00545,0.29364,0.83694,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
70,3811.42,0.54423,0.04072,0.05245,0.33544,0.87135,0.96328,0.98551,0.9913,0.9047,0.96328,0.98551,0.9913,0.98914,0.49524,0.03993,0.00561,0.32348,0.83371,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
71,3865.44,0.5436,0.03741,0.04755,0.33193,0.85983,0.98364,1,0.99486,0.902,0.98364,1,0.99486,0.99486,0.51722,0.02199,0.02028,0.30027,0.84813,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
72,3919.27,0.54116,0.03904,0.04274,0.33109,0.86097,0.99252,1,0.995,0.89908,0.99252,1,0.995,0.995,0.51506,0.01959,0.00501,0.28538,0.84815,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
73,3972.5,0.54763,0.03619,0.05755,0.33489,0.86788,0.9857,0.99915,0.99486,0.9063,0.9857,0.99915,0.99486,0.99434,0.51657,0.03177,0.00779,0.30411,0.84866,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
74,4025.64,0.52807,0.03513,0.04562,0.32695,0.85524,1,0.98488,0.99486,0.89618,1,0.98488,0.99486,0.99486,0.50452,0.0236,0.0049,0.28517,0.84752,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
75,4079.69,0.54797,0.03834,0.04328,0.33977,0.86506,1,0.98487,0.99472,0.90258,1,0.98487,0.99472,0.99416,0.50336,0.01953,0.00746,0.29435,0.84479,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
76,4133.39,0.5315,0.03677,0.04461,0.33081,0.85683,0.98571,0.99974,0.99486,0.90595,0.98571,0.99974,0.99486,0.99486,0.50461,0.02171,0.00943,0.29105,0.83479,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
77,4187.24,0.5272,0.03747,0.04856,0.32742,0.85875,0.98198,1,0.99471,0.90266,0.98198,1,0.99471,0.99471,0.52082,0.02395,0.03595,0.28503,0.8409,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
78,4240.99,0.53312,0.03575,0.04313,0.32627,0.86288,0.9986,0.98551,0.99486,0.90753,0.9986,0.98551,0.99486,0.99429,0.50416,0.02577,0.00553,0.27916,0.84311,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
79,4293.98,0.53633,0.03316,0.04612,0.32861,0.86148,1,0.99979,0.995,0.90453,1,0.99979,0.995,0.99393,0.53816,0.02538,0.00144,0.28616,0.85934,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
80,4347.94,0.5415,0.03602,0.05655,0.33831,0.86545,1,0.99908,0.995,0.89504,1,0.99908,0.995,0.995,0.53648,0.02049,0.00334,0.30145,0.85014,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
81,4402.7,0.53221,0.03402,0.04757,0.33326,0.86106,1,0.99941,0.995,0.90884,1,0.99941,0.995,0.995,0.50311,0.02347,0.00254,0.27965,0.83491,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
82,4457.23,0.53029,0.03943,0.04879,0.32397,0.8596,1,0.99906,0.995,0.90432,1,0.99906,0.995,0.995,0.53765,0.02463,0.00201,0.2927,0.84058,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
83,4510.36,0.53451,0.03347,0.04271,0.3301,0.86911,0.98506,1,0.99471,0.89751,0.98506,1,0.99471,0.99471,0.53991,0.02297,0.00298,0.29127,0.84689,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
84,4563.91,0.51998,0.03251,0.04618,0.32493,0.85355,0.99829,0.98551,0.99445,0.90347,0.99829,0.98551,0.99445,0.99445,0.52377,0.02047,0.00261,0.28877,0.85076,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
85,4617.14,0.5253,0.03493,0.0469,0.32411,0.85911,0.99882,1,0.995,0.90669,0.99882,1,0.995,0.995,0.49408,0.02388,0.00205,0.27439,0.84317,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
86,4670.68,0.52273,0.03438,0.03968,0.32278,0.86599,1,0.99867,0.995,0.91146,1,0.99867,0.995,0.995,0.50455,0.01866,0.00241,0.27553,0.83873,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
87,4724.65,0.51565,0.03306,0.05172,0.31651,0.85787,1,0.99925,0.995,0.90624,1,0.99925,0.995,0.995,0.51146,0.02124,0.00247,0.27977,0.85237,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
88,4777.99,0.52459,0.03324,0.04626,0.32428,0.859,0.99945,0.98551,0.98994,0.89796,0.99945,0.98551,0.98994,0.98994,0.52308,0.02278,0.02727,0.29854,0.85007,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
89,4831.69,0.51579,0.03186,0.0423,0.31808,0.85807,0.99863,0.97101,0.99457,0.90906,0.99863,0.97101,0.99457,0.99457,0.50531,0.0217,0.00772,0.27836,0.84734,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
90,4885.05,0.52482,0.03331,0.04305,0.31721,0.86248,0.99939,1,0.995,0.90776,0.99939,1,0.995,0.99449,0.53579,0.02437,0.02546,0.26505,0.84622,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,4939,0.52186,0.03283,0.04722,0.32515,0.85809,0.98356,1,0.99486,0.89536,0.98356,1,0.99486,0.99486,0.51195,0.02225,0.00906,0.28734,0.84897,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
